payment_id,invoice_id,amount,payment_method,payment_date,status,transaction_id,notes
PAY-6280,INV-1204,5680.84,credit_card,2024-08-24,completed,TXN-49168925,Suspendisse potenti. In eleifend quam a odio.
PAY-4728,INV-8381,4487.51,debit_card,2024-12-15,completed,TXN-60500973,"Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla. Sed vel enim sit amet nunc viverra dapibus."
PAY-7243,INV-9935,5266.71,credit_card,2024-08-08,completed,TXN-19665453,"Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem. Integer tincidunt ante vel ipsum."
PAY-6906,INV-9831,6529.33,credit_card,2024-05-18,completed,TXN-66624352,"Integer non velit. Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi."
PAY-2551,INV-4240,5625.3,credit_card,2024-01-15,completed,TXN-46936531,Mauris lacinia sapien quis libero.
PAY-1690,INV-7867,4847.69,credit_card,2024-08-15,completed,TXN-80113051,Nulla ut erat id mauris vulputate elementum. Nullam varius.
PAY-3738,INV-1449,9534.55,credit_card,2024-08-30,completed,TXN-92735278,"Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl. Nunc rhoncus dui vel sem. Sed sagittis."
PAY-4509,INV-9998,4868.79,credit_card,2024-05-08,completed,TXN-47681969,"Nam nulla. Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede. Morbi porttitor lorem id ligula."
PAY-2763,INV-1460,9102.52,credit_card,2024-09-30,completed,TXN-30014113,Sed accumsan felis.
PAY-4504,INV-2652,9983.13,insurance,2024-07-31,completed,TXN-90432786,"Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis. Fusce posuere felis sed lacus. Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl."
PAY-2639,INV-5643,3820.87,debit_card,2024-03-23,completed,TXN-67949650,Integer ac leo. Pellentesque ultrices mattis odio. Donec vitae nisi.
PAY-4217,INV-4345,7433.41,insurance,2024-05-13,completed,TXN-48586561,In hac habitasse platea dictumst. Maecenas ut massa quis augue luctus tincidunt. Nulla mollis molestie lorem.
PAY-5007,INV-3943,7800.12,credit_card,2024-10-06,completed,TXN-93183795,"Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla. Nunc purus."
PAY-6755,INV-8324,7652.54,debit_card,2024-09-17,completed,TXN-84383988,Nulla justo. Aliquam quis turpis eget elit sodales scelerisque.
PAY-9541,INV-7320,3815.59,insurance,2024-07-02,completed,TXN-75283566,Nulla suscipit ligula in lacus. Curabitur at ipsum ac tellus semper interdum.
PAY-2680,INV-7175,9564.08,debit_card,2024-01-13,completed,TXN-59246843,"Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo. Maecenas pulvinar lobortis est."
PAY-3412,INV-8808,7774.16,credit_card,2024-11-02,pending,TXN-62182218,Aenean auctor gravida sem. Praesent id massa id nisl venenatis lacinia.
PAY-4035,INV-8916,4084.21,credit_card,2024-11-24,completed,TXN-96058137,Nulla tempus. Vivamus in felis eu sapien cursus vestibulum.
PAY-2110,INV-2964,8567.54,cash,2024-06-09,completed,TXN-53449958,"Mauris ullamcorper purus sit amet nulla. Quisque arcu libero, rutrum ac, lobortis vel, dapibus at, diam. Nam tristique tortor eu pede."
PAY-1585,INV-9952,6505.37,credit_card,2024-06-25,completed,TXN-97764970,Duis mattis egestas metus.
PAY-8061,INV-8537,4504.8,debit_card,2024-07-23,completed,TXN-45576126,Curabitur at ipsum ac tellus semper interdum. Mauris ullamcorper purus sit amet nulla.
PAY-7538,INV-7176,4079.23,credit_card,2024-02-23,pending,TXN-13572017,Suspendisse accumsan tortor quis turpis. Sed ante. Vivamus tortor.
PAY-9508,INV-5472,9395.27,credit_card,2024-10-02,completed,TXN-54559553,Pellentesque viverra pede ac diam.
PAY-5736,INV-8238,3060.07,insurance,2024-03-19,completed,TXN-74366885,"Phasellus id sapien in sapien iaculis congue. Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl. Aenean lectus."
PAY-4536,INV-1298,5252.72,debit_card,2024-06-29,pending,TXN-83854367,Vestibulum sed magna at nunc commodo placerat.
PAY-1544,INV-6105,9359.06,credit_card,2024-04-27,completed,TXN-31791157,"In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem. Duis aliquam convallis nunc. Proin at turpis a pede posuere nonummy."
PAY-8969,INV-2508,7181.28,debit_card,2024-10-07,completed,TXN-36137230,Nulla ut erat id mauris vulputate elementum. Nullam varius.
PAY-4525,INV-7722,7618.91,insurance,2024-06-10,failed,TXN-28938693,In congue. Etiam justo.
PAY-5573,INV-4609,4629.81,credit_card,2024-09-26,pending,TXN-70897535,"Curabitur at ipsum ac tellus semper interdum. Mauris ullamcorper purus sit amet nulla. Quisque arcu libero, rutrum ac, lobortis vel, dapibus at, diam."
PAY-1825,INV-2774,7776.52,debit_card,2024-07-01,failed,TXN-60009585,Nulla ut erat id mauris vulputate elementum.
PAY-6942,INV-3088,3457.8,cash,2024-01-02,completed,TXN-22124388,"Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo. Maecenas pulvinar lobortis est. Phasellus sit amet erat."
PAY-9683,INV-5177,9960.85,credit_card,2024-08-07,completed,TXN-45235785,Morbi quis tortor id nulla ultrices aliquet.
PAY-8769,INV-5518,5732.44,cash,2024-03-03,pending,TXN-86861542,Curabitur convallis.
PAY-3389,INV-8225,6455.87,debit_card,2024-09-19,completed,TXN-56634937,Vestibulum ac est lacinia nisi venenatis tristique.
PAY-7733,INV-7384,3151.23,credit_card,2024-04-27,completed,TXN-40727883,Proin risus. Praesent lectus.
PAY-2034,INV-8259,6910.19,credit_card,2024-03-30,completed,TXN-57240334,"Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc."
PAY-8914,INV-2862,4500.7,debit_card,2024-03-28,completed,TXN-55206175,Duis bibendum.
PAY-7381,INV-9456,3337.71,cash,2024-07-21,pending,TXN-36528376,Duis aliquam convallis nunc.
PAY-1640,INV-4243,8174.09,insurance,2024-02-12,completed,TXN-92115996,"Suspendisse ornare consequat lectus. In est risus, auctor sed, tristique in, tempus sit amet, sem. Fusce consequat."
PAY-2330,INV-2899,7791.17,debit_card,2024-06-03,completed,TXN-76496945,Ut at dolor quis odio consequat varius. Integer ac leo.
PAY-2142,INV-4695,5559.54,debit_card,2024-06-05,pending,TXN-15082379,Aenean fermentum. Donec ut mauris eget massa tempor convallis.
PAY-3722,INV-8126,7458.63,insurance,2024-03-10,pending,TXN-13692226,"Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi. Integer ac neque."
PAY-4043,INV-4698,6682.84,credit_card,2024-03-31,completed,TXN-95437361,In eleifend quam a odio. In hac habitasse platea dictumst.
PAY-9563,INV-7617,8725.79,debit_card,2024-10-01,completed,TXN-88152876,Suspendisse accumsan tortor quis turpis. Sed ante.
PAY-8321,INV-2368,3136.07,insurance,2024-08-19,completed,TXN-39182181,"Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci. Mauris lacinia sapien quis libero. Nullam sit amet turpis elementum ligula vehicula consequat."
PAY-2159,INV-1180,7576.7,credit_card,2024-02-27,completed,TXN-94463220,"Vestibulum quam sapien, varius ut, blandit non, interdum in, ante. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Duis faucibus accumsan odio."
PAY-3399,INV-7967,6268.51,debit_card,2024-02-17,pending,TXN-98461092,Morbi non quam nec dui luctus rutrum. Nulla tellus. In sagittis dui vel nisl.
PAY-2302,INV-9628,4548.94,debit_card,2024-03-03,pending,TXN-24282945,Aenean lectus. Pellentesque eget nunc. Donec quis orci eget orci vehicula condimentum.
PAY-6099,INV-7574,6162.47,credit_card,2024-05-22,pending,TXN-51845106,"Proin interdum mauris non ligula pellentesque ultrices. Phasellus id sapien in sapien iaculis congue. Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl."
PAY-2940,INV-4821,3008.66,credit_card,2024-07-09,pending,TXN-63000656,Cras in purus eu magna vulputate luctus.
PAY-1883,INV-4099,6146.74,insurance,2024-05-25,completed,TXN-41537158,"Suspendisse ornare consequat lectus. In est risus, auctor sed, tristique in, tempus sit amet, sem."
PAY-9518,INV-2046,4152.27,cash,2024-09-20,completed,TXN-87212325,Proin eu mi. Nulla ac enim.
PAY-2999,INV-6480,3173.78,credit_card,2024-04-04,completed,TXN-23883196,"Donec ut mauris eget massa tempor convallis. Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh. Quisque id justo sit amet sapien dignissim vestibulum."
PAY-2499,INV-3296,4963.07,credit_card,2024-01-05,completed,TXN-20523510,Nullam molestie nibh in lectus. Pellentesque at nulla. Suspendisse potenti.
PAY-5813,INV-4513,7437.32,insurance,2024-11-07,completed,TXN-23510208,"Nam nulla. Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede. Morbi porttitor lorem id ligula."
PAY-4391,INV-8700,7781.55,credit_card,2024-07-22,completed,TXN-66717595,Morbi a ipsum. Integer a nibh.
PAY-4330,INV-3934,6281.89,debit_card,2024-10-23,completed,TXN-80426530,Aenean fermentum.
PAY-1766,INV-1471,4233.74,credit_card,2024-03-17,completed,TXN-39390153,Integer ac leo. Pellentesque ultrices mattis odio.
PAY-6738,INV-2591,4115.49,cash,2024-03-22,completed,TXN-68583162,"Proin leo odio, porttitor id, consequat in, consequat ut, nulla. Sed accumsan felis."
PAY-1243,INV-9786,7768.43,insurance,2024-02-28,pending,TXN-83098758,Aenean auctor gravida sem.
PAY-6288,INV-7934,5226.21,credit_card,2024-12-17,completed,TXN-60239872,"Morbi vel lectus in quam fringilla rhoncus. Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis."
PAY-3488,INV-2401,5047.96,debit_card,2024-05-11,completed,TXN-89885052,Donec dapibus.
PAY-3097,INV-9200,8029.94,credit_card,2024-01-14,completed,TXN-28083225,"Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis."
PAY-5786,INV-8030,6068.29,credit_card,2024-11-13,completed,TXN-66497312,"Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante. Nulla justo."
PAY-7259,INV-6479,3141.63,credit_card,2024-03-09,completed,TXN-16026423,Mauris ullamcorper purus sit amet nulla.
PAY-7583,INV-2033,5062.16,credit_card,2024-08-28,completed,TXN-64089675,"Aliquam sit amet diam in magna bibendum imperdiet. Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis."
PAY-8650,INV-2419,9248.54,insurance,2024-12-16,pending,TXN-42461330,"Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa. Donec dapibus. Duis at velit eu est congue elementum."
PAY-3177,INV-5686,6094.4,insurance,2024-11-03,completed,TXN-64693124,"Quisque arcu libero, rutrum ac, lobortis vel, dapibus at, diam. Nam tristique tortor eu pede."
PAY-4029,INV-9585,3105.91,debit_card,2024-10-21,completed,TXN-59271950,"Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc."
PAY-2455,INV-3828,9247.05,insurance,2024-01-17,completed,TXN-95808135,Nulla ut erat id mauris vulputate elementum.
PAY-9780,INV-6864,8048.75,debit_card,2024-09-19,completed,TXN-48385311,"Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede. Morbi porttitor lorem id ligula."
PAY-3021,INV-9182,3459.25,insurance,2024-11-28,completed,TXN-57162775,"Morbi quis tortor id nulla ultrices aliquet. Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo. Pellentesque viverra pede ac diam."
PAY-4290,INV-3368,3016.35,insurance,2024-06-29,completed,TXN-61961358,Phasellus sit amet erat. Nulla tempus.
PAY-8426,INV-7428,6518.38,insurance,2024-09-11,completed,TXN-18037183,"Curabitur gravida nisi at nibh. In hac habitasse platea dictumst. Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem."
PAY-8974,INV-2152,5590.87,insurance,2024-08-01,pending,TXN-31530170,Donec posuere metus vitae ipsum. Aliquam non mauris.
PAY-3294,INV-4203,4663.64,credit_card,2024-02-24,pending,TXN-93910664,Maecenas tincidunt lacus at velit. Vivamus vel nulla eget eros elementum pellentesque. Quisque porta volutpat erat.
PAY-3322,INV-1229,6337.17,credit_card,2024-12-03,completed,TXN-28455766,"Vestibulum ac est lacinia nisi venenatis tristique. Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue."
PAY-6082,INV-1118,7073.92,insurance,2024-05-02,completed,TXN-67052890,Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam. Suspendisse potenti.
PAY-6218,INV-2291,3718.47,debit_card,2024-08-22,completed,TXN-28636895,Morbi porttitor lorem id ligula.
PAY-8546,INV-6715,7478.8,insurance,2024-02-14,completed,TXN-13727854,Suspendisse accumsan tortor quis turpis. Sed ante. Vivamus tortor.
PAY-9252,INV-8776,9071.27,debit_card,2024-03-14,failed,TXN-32117924,Sed ante. Vivamus tortor. Duis mattis egestas metus.
PAY-5116,INV-2962,7502.76,debit_card,2024-03-12,completed,TXN-38571680,In hac habitasse platea dictumst. Etiam faucibus cursus urna.
PAY-5595,INV-5673,9713.13,debit_card,2024-12-23,failed,TXN-92478714,Maecenas tincidunt lacus at velit. Vivamus vel nulla eget eros elementum pellentesque. Quisque porta volutpat erat.
PAY-2284,INV-7983,6606.75,credit_card,2024-06-08,completed,TXN-99051366,Integer ac leo.
PAY-9333,INV-2549,6065.33,credit_card,2024-11-10,completed,TXN-89329720,"Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi."
PAY-9604,INV-8953,7009.14,debit_card,2024-04-20,completed,TXN-80916631,Proin eu mi. Nulla ac enim.
PAY-9164,INV-5383,4685.37,credit_card,2024-01-17,completed,TXN-92265523,"Aliquam sit amet diam in magna bibendum imperdiet. Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis. Fusce posuere felis sed lacus."
